kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Selatan,Tebet,Kebon Baru,10,1,3,300,500,30 - 60,"02, 03, 21, 22",4,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,Bambu Apus,"001, 002, 003",3,10,0,0,50 - 90,21,1,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,Cilangkap,"002, 003, 004, 006",4,11,0,0, 10 - 70,21,1,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,Lubang Buaya,"003, 012",2,6,137,340,40 - 50,21,1,0,0,0,0,0,0,0
Jakarta Timur,Cipayung,Setu,1,1,1,0,0,30 - 40,21,1,0,0,0,0,0,0,0
Jakarta Timur,Ciracas,Cibubur,"002, 003, 012",3,6,0,0,30 - 80,25,1,0,0,0,0,0,0,0
Jakarta Timur,Ciracas,Rambutan,"001, 002, 003, 004, 005, 006",6,27,606,1755,20 - 120,"20, 21, 25, 26",4,0,0,0,0,238,6,0
Jakarta Timur,Jatinegara,Bidara Cina,"005, 006, 007, 011, 014",5,19,737,2256,20 - 100,"02, 03, 21",3,0,0,0,0,36,2,0
Jakarta Timur,Jatinegara,Kampung Melayu,"001, 002, 003, 004, 005, 006, 007, 008",8,39,661,2066,100 - 125,"02, 03, 21, 22, 26",5,0,0,0,0,0,8,0
Jakarta Timur,Kramat Jati,Bale Kambang,"001, 004, 005",3,12,195,934,20 - 100,"2, 3",2,0,0,0,0,0,0,0
Jakarta Timur,Kramat Jati,Batu Ampar,2,1,1,0,0,50,21,1,0,0,0,0,0,0,0
Jakarta Timur,Kramat Jati,Cawang,"001, 002, 003, 005, 006, 008",6,34,1386,5899,80 - 360 ,"02, 03, 21, 26",4,0,0,0,0,85,6,0
Jakarta Timur,Kramat Jati,Cililitan,"005, 006, 007, 016",4,9,276,1067,20 - 200,"02, 03, 21, 22, 26 ",5,0,0,0,0,129,1,0
Jakarta Timur,Kramat Jati,Dukuh,"001, 002, 003, 004, 005, 006",6,21,233,861,30 - 150,"21, 22 ",2,0,0,0,0,0,0,0
Jakarta Timur,Kramat Jati,Kampung Tengah,"003, 010",2,8,0,0,100,21,1,0,0,0,0,0,0,0
Jakarta Timur,Kramat Jati,Kramat Jati,"009, 011",2,7,0,40,20,21,2,0,0,0,0,40,1,0
Jakarta Timur,Makasar,Cipinang Melayu,"003, 004, 010",3,16,265,600,20 - 180,"21, 22",2,0,0,0,0,600,3,0
Jakarta Timur,Makasar,Halim Perdana Kusuma,"005, 007, 008",3,12,0,0,50 - 100,"20, 21",2,0,0,0,0,0,0,0
Jakarta Timur,Pasar Rebo,Gedong,"002, 010, 011",3,3,0,0,30 - 40,21,1,0,0,0,0,0,0,0
Jakarta Timur,Pasar Rebo,Pekayon,"004, 007",2,5,0,0,50 - 60,25,1,0,0,0,0,0,0,0
Jakarta Utara,Pademangan,Pademangan Barat,"005, 006, 010, 016",4,0,0,0,30 - 40,21,1,0,0,0,0,0,0,0
Jakarta Pusat,Gambir,Gambir,"001, 004",2,4,0,0,30,21,1,0,0,0,0,0,0,0
