kota_administrasi,kecamatan,kelurahan,rw,jumlah_rw,jumlah_rt,jumlah_kk,jumlah_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Selatan,Pesanggrahan,Ulujami,5,1,4,0,0,30 - 80,"01, 03",3,0,0,0,0,0,0,0
Jakarta Selatan,Pesanggrahan,Bintaro,14,1,1,0,0,30 - 50 ,"01, 03",3,0,0,0,0,0,0,0
Jakarta Selatan,Kebayoran Lama,Cipulir,10,1,2,0,0,20 - 100 ,"01, 03",3,0,0,0,0,0,0,0
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,"001, 005, 008",3,5,0,0,30 - 80,"01, 03",3,0,0,0,0,0,0,0
Jakarta Timur,Jatinegara,Kampung Melayu,"001, 002, 003, 004, 005, 007, 008",7,40,423,2088,20 - 100,"01, 03",3,0,0,0,0,0,0,0
Jakarta Timur,Kramat Jati,Cawang,"001, 002, 003, 005, 008",5,26,1812,5817,0 - 50,"01, 03",3,0,0,0,0,0,0,0
