kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Barat,Cengkareng,Cengkareng Barat,"008, 009, 010, 011, 014",5,8,6599,21711, 40 - 80 ,"28, 29",1,0,0,0,0,243,5,0
Jakarta Barat,Cengkareng,Cengkareng Timur,"003, 011, 013, 016",4,0,700,0, 10 - 100 ,"26, 27, 28, 29",4,0,0,0,0,0,1,0
Jakarta Barat,Cengkareng,Duri Kosambi,"004, 005, 006, 014",4,0,375,1019, 30 - 100 ,"26, 28",4,0,0,0,0,150,4,0
Jakarta Barat,Cengkareng,Kapuk,"001, 002, 003, 004, 005, 006, 007, 008, 009, 011, 012, 013, 015, 016",14,37,0,0, 5 - 30,"26, 27, 29",3,0,0,0,0,0,1,0
Jakarta Barat,Cengkareng,Kedaung Kali Angke,"001, 004, 005, 008, 010",5,12,345,1225, 10 - 50 ,"26, 27, 28, 29",4,0,0,0,0,50,1,0
Jakarta Barat,Cengkareng,Rawa Buaya,"001, 002, 004, 005, 006, 008",6,9,97,443, 30 - 100 ,"26, 28",4,0,0,0,0,443,2,0
Jakarta Barat,Grogol Petamburan,Wijaya Kesuma,"004, 005",2,5,0,0, 30 - 50 ,"26, 28, 29",3,0,0,0,0,0,1,0
Jakarta Barat,Kalideres,Kalideres,"001, 003, 004, 007, 008, 009, 010, 012, 014, 015, 016",11,0,0,0, 20 - 60 ,"26, 28, 29",3,0,0,0,0,0,1,0
Jakarta Barat,Kalideres,Kamal,"006, 008, 009",3,17,335,500, 25 - 30 ,"27, 28",3,0,0,0,0,0,1,0
Jakarta Barat,Kalideres,Pegadungan,  011,1,0,0,0, 20 - 30 ,"28, 29",2,0,0,0,0,0,1,0
