kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Barat,KEC. CENGKARENG,KEL. RAWA BUAYA,11,1,1,0,0,15  cm,tgl. 17,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. KEBON JERUK,KEL. SUKABUMI SELATAN ,"01, 02, 04, 05, 07, 08",6,6,0,0,20-100 cm,tgl. 17,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. PALMERAH,KEL. KOTA BAMBU UTARA,6,1,1,0,0,20-30 cm ,tgl. 17,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. PALMERAH,KEL. PALMERAH,5,1,1,0,0,40cm ,tgl. 27,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. KALI DERES,KEL. TEGAL ALUR,"01, 08, 03",3,7,210,1264,30-70 cm ,tgl. 25,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. KALI DERES,KEL. KAMAL ,6,1,1,0,0,30 cm ,tgl. 25,0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATI PADANG,"04, 06, 03, 02, 010",5,8,0,0,20 s/d 60  cm,"tgl. 23, 27",0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. PONDOK PINANG,"05, 08",2,8,0,0,25 s/d 75 cm ,"tgl. 26, 27",0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. CIPULIR,10,1,1,0,0,25 s/d 40 cm,"tgl. 26, 27",0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. KEBAYORAN LAMA,KEL. KEBAYORAN LAMA SELATAN ,4,1,1,0,0,50 cm ,tgl 27,0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. CILANDAK,KEL CILANDAK BARAT,2,1,1,0,0,60 cm,"tgl 27, ",0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. CILANDAK,KEL PONDOK LABU,"01, 03, 07, 010",4,10,0,0,30 s/d 70 cm,"tgl 27, ",0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. CIPETE UTARA,"06, 010",2,4,0,0,20 s/d 75 cm ,"tgl 27, ",0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. PETOGOGAN,3,1,1,0,0,45 cm ,"tgl 27, ",0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. GUNUNG,1,1,6,0,0,50 s/d 80 cm ,"tgl 27, ",0,0,0,0,0,0,0,0
Jakarta Timur,KEC. MAKASAR,KEL. KEBON PALA,"06, 04, 05",3,3,0,0,30 s/d 50 cm ,"tgl. 23, 27",0,0,0,0,0,0,0,0
Jakarta Timur,KEC. KRAMAT JATI,KEL. BATU AMPAR,4,1,1,0,0,40 cm ,"tgl 27, ",0,0,0,0,0,0,0,0
Jakarta Timur,KEC. KRAMAT JATI,KEL. CAWANG,3,1,2,0,0,50 cm ,"tgl 27, ",0,0,0,0,0,0,0,0
Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,"04, 05, 07, 08, ",4,25,106,337,20  s/d 40 cm ,"tgl 27, 31",0,0,0,0,0,0,0,0
Jakarta Timur,KEC. JATINEGARA,KEL. BIDARA CINA,7,1,10,0,0,20 s/d 50 cm,"tgl 27, ",0,0,0,0,0,0,0,0
