kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Barat,KEC.KEMBANGAN,KEL. KEMBANGAN SELATAN,RW. 09,1,2,0,0,15 cm,tgl.10,0,0,0,0,0,0,0,0
Jakarta Selatan,KEC.KEBAYORAN LAMA,KEL. CIPULIR,RW. 10,1,1,0,0,20 s/d 50 cm,tgl.10,0,0,0,0,0,0,0,0
Jakarta Selatan,KEC.KEBAYORAN LAMA,KEL. PONDOK PINANG ,"RW 05, 08",2,3,0,0,10 s/d 40 cm,tgl.10,0,0,0,0,0,0,0,0
Jakarta Selatan,KEC.CILANDAK,KEL. PONDOK LABU,"RW. 01, 03, 07, 10",4,8,0,0,10 s/d 80 cm,tgl.10,0,0,0,0,0,0,0,0
Jakarta Selatan,KEC.KEBAYORAN BARU,KEL. PETOGOGAN,"RW. 02, 03",2,22,0,0,10 s/d 20 cm,tgl.10,0,0,0,0,0,0,0,0
Jakarta Timur,KEC. CIRACAS,KEL. RAMBUTAN,"RW. 03, 04, 06",3,6,0,0,20 s/d 30 cm,tgl.10,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
