kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Utara,KEC. PENJARINGAN,KEL. KAMAL MUARA,"01, 02, 03, 04",4,5,0,0,3 s/d 20 cm,"tgl. 7, 9, 10, 18, 19, 20, 21, 22, 30",0,0,0,0,0,0,0,0
Jakarta Utara,KEC. PENJARINGAN,KEL. PLUIT,"01, 02, 07, 022",4,6,0,0,3 s/d 40 cm,"tgl. 20, 21, 25, 30",0,0,0,0,0,0,0,0
Jakarta Utara,KEC. PENJARINGAN,KEL. PEJAGALAN,15,1,1,0,0,10 s/d 15 cm,tgl. 30,0,0,0,0,0,0,0,0
Jakarta Utara,KEC. PENJARINGAN,KEL. PENJARINGAN,"010, 017",2,2,0,0,5 s/d 10 cm,tgl. 30,0,0,0,0,0,0,0,0
Jakarta Utara,KEC. CILINCING,KEL. ROROTAN,5,1,1,0,0,10 s/d 20 cm,tgl. 25,0,0,0,0,0,0,0,0
Jakarta Utara,KEC. CILINCING,KEL. SUKAPURA,12,1,1,0,0,10 s/d 20 cm,tgl. 30,0,0,0,0,0,0,0,0
Jakarta Utara,KEC. CILINCING,KEL. CILINCING,"06, 09",2,3,0,0,10 s/d 20 cm,tgl. 30,0,0,0,0,0,0,0,0
Jakarta Utara,KEC. CILINCING,KEL. SEMPER TIMUR,"02, 03, 10, 11",4,11,0,0,5 s/d 30 cm,tgl. 30,0,0,0,0,0,0,0,0
Jakarta Utara,KEC. CILINCING,KEL. MARUNDA,"02, 07",2,4,0,0,10 s/d 20 cm,tgl. 30,0,0,0,0,0,0,0,0
Jakarta Utara,KEC. KELAPA GADING,KEL. PEGANGSAAN DUA,3,1,1,0,0,10 s/d 30 cm,tgl. 30,0,0,0,0,0,0,0,0
Jakarta Utara,KEC. KELAPA GADING,KEL. KELAPA GADING BARAT,"015, 016, 20",3,3,0,0,10 s/d 20 cm,tgl.30,0,0,0,0,0,0,0,0
Jakarta Utara,KEC. KOJA,KEL. KEL. TUGU SELATAN,4,1,3,0,0,10 s/d 30 cm,tgl.30,0,0,0,0,0,0,0,0
Jakarta Utara,KEC. TANJUNG PRIOK,KEL. TANJUNG PRIOK,"11, 016",2,2,0,0,10 s/d 25 cm,tgl. 30 ,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. KALIDERES,KEL. KAMAL,1,1,3,0,0,3 s/d 10 cm,"tgl. 4, 9, 10, 11, 18, 19",0,0,0,0,0,0,0,0
Jakarta Barat,KEC. KALIDERES,KEL. TEGAL ALUR,3,1,1,0,0,40 s/d 50 cm,tgl. 25,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. KALIDERES,KEL. PEGADUNGAN,7,1,1,0,0,40 s/d 60 cm,tgl. 25,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. KEBON JERUK,KEL. DURI KEPA,2,1,1,0,0,25 cm,tgl. 18,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. KEBON JERUK,KEL. KEDOYA SELATAN,5,1,1,0,0,30 s/d 40 cm,tgl. 25,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. KEBON JERUK,KEL. KEDOYA UTARA,8,1,7,0,0,20 s/d 30 cm,tgl. 25,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. CENGKARENG ,KEL. CENGKARENG TIMUR,3,1,11,0,0,10 s/d 70 cm,"tgl. 25, 31",0,0,0,0,0,0,0,0
Jakarta Barat,KEC. CENGKARENG ,KEL. RAWA BUAYA,"01, 02, 04, 11",4,18,0,0,10 s/d 60 cm,"tgl. 25, 30",0,0,0,0,0,0,0,0
Jakarta Barat,KEC. CENGKARENG ,KEL. DURI KOSAMBI,"04, 06",2,7,0,0,30 s/d 40 cm,tgl. 30,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. CENGKARENG ,KEL. KEDAUNG KALI ANGKE,5,1,3,0,0,15 s/d 20 cm,tgl. 30,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. GROGOL PETAMBURAN,KEL. WIJAYA KUSUMA ,5,1,1,0,0,10 s/d 20 cm,tgl. 25,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. GROGOL PETAMBURAN,KEL. JELAMBAR BARU,"01, 05, 07, 09, 12",5,8,0,0,10 s/d 30 cm,"tgl. 25, 30",0,0,0,0,0,0,0,0
Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN UTARA,"03, 05, 10",3,7,0,0,15 s/d 20 cm,tgl. 25,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. PALMERAH,KEL. JATI PULO,6,1,1,0,0,40 cm,tgl. 12,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. PALMERAH,KEL. KOTA BAMBU UTARA,1,1,1,0,0,20 cm,tgl. 12,0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATIPADANG,6,1,3,65,240,30 s/d 60 cm,"tgl. 13, 22",0,0,0,0,0,0,0,0
Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,"04, 05",2,4,70,213,10 s/d 30 cm,"tgl. 8, 21",0,0,0,0,0,0,0,0
Jakarta Timur,KEC. CAKUNG,KEL. RAWA TERATE,"04, 05",2,2,0,0,15 s/d 30 cm,tgl. 30,0,0,0,0,0,0,0,0
