kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Barat,CENGKARENG,KAPUK,5,1,1,0,0,20 - 40 cm,TGL 12,0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,CENGKARENG TIMUR,"3, 13",2,2,0,0,30 - 40 cm,TGL 12,0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,RAWA BUAYA,"01, 02, 05, 011",4,5,0,0,10 - 50 cm,"TGL 12, 13",0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,"08, 09",2,2,0,0,10 - 30 cm,"TGL 12, 13",0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,SRENGSENG,"01, 02, 05, 07, 08",5,5,0,0,20 - 50 cm,"TGL 12, 17",0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,"03, 05",2,6,0,0,30 - 70 cm,"TGL 12, 13",0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA UTARA,8,1,4,0,0,25 cm,TGL 22,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,DURI KEPA,"02, 013",2,2,0,0,10 - 40 cm,"TGL 13, 17",0,0,0,0,0,0,0,0
Jakarta Barat,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,"02, 05",2,2,0,0,10 - 30 cm,TGL 13,0,0,0,0,0,0,0,0
Jakarta Barat,GROGOL PETAMBURAN,WIJAYA KUSUMA,8,1,1,0,0,20 - 25 cm,TGL 17,0,0,0,0,0,0,0,0
Jakarta Pusat,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,4,1,1,0,0,10 - 20 cm,TGL 13,0,0,0,0,0,0,0,0
