kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN UTARA,"04, 010",2,6,0,0,30 cm s/d 40 cm,tgl. 05,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. KEMBANGAN,KEL. KEMBANGAN SELATAN,8,1,1,0,0,20 cm,tgl. 05,0,0,0,0,0,0,0,0
Jakarta Barat,KEC. TAMBORA,KEL. JEMBATAN LIMA,2,1,2,0,0,40 cm ,tgl. 05,0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. PANCORAN,KEL. RAWAJATI,7,1,1,0,0,10 s/d 30 cm,"tgl. 02, ",0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. PASAR MINGGU,KEL. CILANDAK TIMUR,3,1,1,0,0,80 cm,tgl 31,0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. PASAR MINGGU,KEL. JATI PADANG,8,1,2,0,0,10 s/d 60 cm,tgl 31,0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. KEBAYORAN BARU,KEL. PETOGOGAN,2,1,4,0,0,60 cm,tgl 31,0,0,0,0,0,0,0,0
Jakarta Selatan,KEC. CILANDAK,KEL. PONDOK LABU,10,1,1,0,0,10 s/d 30 cm,tgl 31,0,0,0,0,0,0,0,0
Jakarta Timur,KEC. JATINEGARA,KEL. KAMPUNG MELAYU,"04, 05, 07,08",4,24,286,925,10 s/d 100 cm,"tgl. 02, ",0,0,0,0,0,0,0,0
Jakarta Timur,KEC. KRAMAT JATI,KEL.CAWANG,"01, 02, 03, 05, 08",5,11,0,0,10 s/d 80 cm,"tgl. 02, ",0,0,0,0,0,0,0,0
Jakarta Timur,KEC. MAKASAR,KEL. CIPINANG MELAYU,3,1,5,0,0,5 s/d 10 cm,"tgl. 03, ",0,0,0,0,0,0,0,0
Jakarta Timur,KEC. CAKUNG,KEL. RAWA TERATE,5,1,1,0,0,10 cm s/d 20 cm ,tgl. 06,0,0,0,0,0,0,0,0
Jakarta Timur,KEC. CAKUNG,KEL. JATINEGARA,8,1,1,0,0,20 cm,tgl. 25,0,0,0,0,0,0,0,0
Jakarta Timur,KEC. PASAR REBO,KEL. KALISARI,9,1,1,0,0,50 cm,tgl 31,0,0,0,0,0,0,0,0
Jakarta Timur,KEC. CIRACAS,KEL. CIRACAS,9,1,1,0,0,50 cm,tgl 31,0,0,0,0,0,0,0,0
