kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"RW. 06, 07, 08, 10",4,6,22,0,10 - 40 cm,"6 Juni 2017
(1 Hari)",0,0,0,0,0,0,0,0
Jakarta Selatan,TEBET,KEBON BARU,RW. 10,1,2,0,0,10 cm,"6 Juni 2017
(1 Hari)",0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,BIDARA CINA,"RW. 05, 11",2,8,0,0,10 - 15 cm,"6 Juni 2017
(1 Hari)",0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"RW. 04, 05, 07, 08",4,27,251,856,10 - 110 cm,"6 Juni 2017
(1 Hari)",0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,CAWANG,"RW. 01, 02, 03, 05, 08, 12",6,28,1136,3691,10 - 60 cm,"6 Juni 2017
(1 Hari)",0,0,0,0,0,0,0,0
