kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Pusat,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,RW 08,1,1,0,0,15 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Pusat,JOHAR BARU,JOHAR BARU,RW 06,1,1,0,0,20 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Utara,TANJUNG PRIOK,KEBON BAWANG,RW 13,1,1,0,0,30 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Utara,TANJUNG PRIOK,KEBON BAWANG,0,0,1,0,0,30 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Utara,CILINCING,ROROTAN,RW 10,1,1,0,0,15 cm,20 Oktober,0,0,0,0,0,0,0,0
Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 04,1,1,0,0,10 s/d 60 cm,26 Oktober,0,0,0,0,0,0,0,0
Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 08,1,1,0,0,10 s/d 80 cm,26 Oktober,0,0,0,0,0,0,0,0
Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 09,1,1,0,0,10 s/d 80 cm,26 Oktober,0,0,0,0,0,0,0,0
Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 10,1,1,0,0,10 s/d 80 cm,26 Oktober,0,0,0,0,0,0,0,0
Jakarta Utara,KOJA,RAWA BADAK SELATAN,RW 11,1,1,0,0,10 s/d 80 cm,26 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 03,1,1,0,0,20 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,20 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,15 cm,11 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 04,1,1,0,0,25 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 05,1,1,0,0,10 s/d 30 cm,"05,09,11 Oktober",0,0,0,0,0,9,1,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,20 s/d 70 cm,"05,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,60 cm,11 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,10 s/d 100 cm,"05,09,11,25 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,10 s/d 60 cm,"05,09,11,16,25 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,60 cm,11 Oktober,0,0,0,0,0,6,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,100 cm,11 Oktober,0,0,0,0,0,4,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,0,0,1,0,0,70 cm,11 Oktober,0,0,0,0,0,5,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 10,1,1,0,0,10 cm,11 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,RW 11,1,1,0,0,50 cm,11 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA UTARA,RW  02,1,1,0,0,20 cm s/d 60 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA UTARA,0,0,1,0,0,20 cm s/d 60 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA UTARA,0,0,1,0,0,10 s/d 60 cm,"09,10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA UTARA,0,0,1,0,0,10 s/d 60 cm,"09,10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,SUKABUMI SELATAN,RW 08,1,1,0,0,30 cm,"10,11,16 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,SUKABUMI UTARA,RW 02,1,1,0,0,20 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,SUKABUMI UTARA,RW 05,1,1,0,0,50 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,SUKABUMI UTARA,0,0,1,0,0,40 s/d 100 cm,"16,18 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEBON JERUK,RW 04,1,1,0,0,30 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEBON JERUK,RW 06,1,1,0,0,30 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEBON JERUK,RW 10,1,1,0,0,50 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,DURI KEPA,RW 02,1,1,0,0,40 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,DURI KEPA,RW 13,1,1,0,0,30 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,DURI KEPA,0,0,1,0,0,30 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,DURI KEPA,0,0,1,0,0,30 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,DURI KEPA,RW 08,1,1,0,0,80 s/d 100 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,PALMERAH,PALMERAH,RW 02,1,1,0,0,20 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,PALMERAH,PALMERAH,RW 15,1,1,0,0,40 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,GROGOL PETAMBURAN,JELAMBAR,RW 04,1,1,0,0,10 s/d 15 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,RW 02,1,1,0,0,10 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,RW 04,1,1,0,0,20 s/d 30 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN UTARA,RW 04,1,1,0,0,10 s/d 30 cm,09 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,RW 01,1,1,0,0,50 cm,11 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,RW 06,1,1,0,0,15 cm,11 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,0,0,1,0,0,15 cm,25 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,RW 08,1,1,0,0,50 cm,11 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,RW 09,1,1,0,0,90 cm,11 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,0,0,1,0,0,90 cm,11 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,0,0,1,0,0,90 cm,11 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,SRENGSENG,RW 02,1,1,0,0,50 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,SRENGSENG,RW 03,1,1,0,0,20 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,SRENGSENG,RW 05,1,1,0,0,40 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,SRENGSENG,RW 06,1,1,0,0,50 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,SRENGSENG,RW 07,1,1,0,0,20 cm,11 Oktober,0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,KEDAUNG KALI ANGKE,RW 08,1,1,0,0,20 cm s/d 50 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,KEDAUNG KALI ANGKE,0,0,1,0,0,20 cm s/d 50 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,KEDAUNG KALI ANGKE,0,0,1,0,0,20 cm s/d 50 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,DURI KOSAMBI,RW 04,1,1,0,0,30 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,DURI KOSAMBI,0,0,1,0,0,30 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,DURI KOSAMBI,0,0,1,0,0,25 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,DURI KOSAMBI,RW 06,1,1,0,0,15 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,DURI KOSAMBI,0,0,1,0,0,25 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,RAWA BUAYA,RW 01,1,1,0,0,20 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,RAWA BUAYA,0,0,1,0,0,20 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,RAWA BUAYA,0,0,1,0,0,20 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,RAWA BUAYA,RW 02,1,1,0,0,25 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,RAWA BUAYA,RW 11,1,1,0,0,20 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,RAWA BUAYA,0,0,1,0,0,10 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,RAWA BUAYA,RW 12,1,1,0,0,15 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,PEGADUNGAN,RW 03,1,1,0,0,10 cm s/d 30 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,PEGADUNGAN,0,0,1,0,0,10 cm s/d 30 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,PEGADUNGAN,RW 05,1,1,0,0,10 cm s/d 30 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,PEGADUNGAN,0,0,1,0,0,10 cm s/d 30 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,PEGADUNGAN,RW 04,1,1,0,0,5 cm s/d 10 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,PEGADUNGAN,0,0,1,0,0,5 cm s/d 10 cm,"10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,RW 02,1,1,0,0,10 cm s/d 100 cm,"04,05,10,11,27 Oktober",0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,0,0,1,0,0,20 cm,16 Oktober,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,RW 03,1,1,0,0,50 cm,27 Oktober,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,0,0,1,0,0,25 cm,"04,05 Oktober",0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,RW 04,1,1,0,0,50 cm,"04,05 Oktober",0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,0,0,1,0,0,10 s/d 35 cm,"02,16,27 Oktober",0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,TEGAL PARANG,RW 07,1,1,0,0,10 cm s/d 30 cm,"04,05 Oktober",0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,TEGAL PARANG,0,0,1,0,0,10 cm s/d 30 cm,"04,05 Oktober",0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,PELA MAMPANG,RW 05,1,1,0,0,50 cm s/d 100 cm,05 Oktober,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,PELA MAMPANG,RW 07,1,1,0,0,30 cm s/d 60 cm,05 Oktober,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,PELA MAMPANG,RW 11,1,1,0,0,30 cm s/d 80 cm,05 Oktober,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,KALIBATA,RW 09,1,1,0,0,30 cm,02 Oktober,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,RAWAJATI,RW 03,1,1,0,0,10 cm s/d 30 cm,25 Oktober,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,RAWAJATI,0,0,1,0,0,10 cm s/d 30 cm,25 Oktober,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,RAWAJATI,RW 07,1,1,0,0,10 cm s/d 40 cm,25 Oktober,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,RAWAJATI,0,0,1,0,0,10 cm s/d 40 cm,25 Oktober,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,RAWAJATI,0,0,1,0,0,10 cm s/d 40 cm,25 Oktober,0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,PENGADEGAN,RW 01,1,1,0,0,10 cm s/d 120 cm,25 Oktober,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,RW 08,1,1,0,0,20 cm,02 Oktober,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,RAGUNAN,RW 09,1,1,0,0,20 cm,02 Oktober,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,RW 01,1,1,0,0,10 cm s/d 100 cm,"04,05,10,11 Oktober",0,0,0,0,0,150,2,0
Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,RW 03,1,1,0,0,20 cm s/d 180 cm,"04,05,10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,0,0,1,0,0,20 cm s/d 180 cm,"04,05,10,11 Oktober",0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,RW 05,1,1,0,0,10 cm s/d 130 cm,05 Oktober,0,0,0,0,0,107,1,0
Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,RW 06,1,1,0,0,10 cm s/d 130 cm,"05,25 Oktober",0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,0,0,1,0,0,10 cm s/d 130 cm,"05,25 Oktober",0,0,0,0,0,0,0,0
