kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Selatan,Cilandak,Pondok Labu,003,1,4,0,0,30 - 60,08,1,0,0,0,0,0,0,0
Jakarta Selatan,Jagakarta,Lenteng Agung,006,1,1,0,0,  10,18,1,0,0,0,0,0,0,0
Jakarta Selatan,Kebayoran Lama,Cipulir,010,1,2,0,0,  70,08,1,0,0,0,0,0,0,0
Jakarta Selatan,Kebayoran Lama,Pondok Pinang,005,1,4,0,0,15 - 65,09,1,0,0,0,0,0,0,0
Jakarta Selatan,Pancoran,Duren Tiga,006,1,1,0,0,20 - 30,"06, 07",2,0,0,0,0,0,0,0
Jakarta Selatan,Pasar Minggu,Pejaten Timur,001,1,1,0,0,20 - 30,"06, 07",2,0,0,0,0,0,0,0
Jakarta Timur,Ciracas,Cibubur,003,1,5,0,0,15,18,1,0,0,0,0,0,0,0
Jakarta Timur,Ciracas,Ciracas,005,1,3,0,0,0 - 30,18,1,0,0,0,0,0,0,0
Jakarta Timur,Ciracas,Kelapa Dua Wetan,"002, 009",2,2,0,0,20 - 25,18,1,0,0,0,0,0,0,0
Jakarta Timur,Ciracas,Rambuta,"002, 005, 006",3,4,0,0,0 - 30,18,1,0,0,0,0,0,0,0
Jakarta Timur,Ciracas,Susukan,005,1,3,0,0,15,18,1,0,0,0,0,0,0,0
Jakarta Timur,Duren Sawit,Pondok Bambu,"009, 012",2,2,0,0,20 - 30,"06, 07",2,0,0,0,0,0,0,0
Jakarta Timur,Kramat Jati,Batu Ampar,003,1,1,0,0,20 - 30,"06, 07",2,0,0,0,0,0,0,0
Jakarta Timur,Kramat Jati,Cawang,"001, 002, 003, 005, 008",5,5,1386,5899,  10 - 50,18,1,0,0,0,0,0,0,0
Jakarta Timur,Kramat Jati,Cililitan,"006, 007",2,3,38,126,40 - 90,18,1,0,0,0,0,0,0,0
Jakarta Timur,Kramat Jati,Dukuh,"001, 004, 005, 006",4,4,0,0,15 - 30,"06, 18",2,0,0,0,0,0,0,0
Jakarta Timur,Kramat Jati,Kramat Jati,009,1,1,0,0,20 - 30,"06, 07",2,0,0,0,0,0,0,0
Jakarta Timur,Makasar,Cipinang Melayu,"003, 004, 007",3,10,0,0,30 - 70,18,1,0,0,0,0,2,0,0
Jakarta Timur,Makasar,Halim Perdana Kusuma,"005, 012",2,2,0,0,20 - 30,"06, 07, 18",3,0,0,0,0,0,0,0
Jakarta Timur,Makasar,Kebon Pala,"001, 005, 009, 010, 011",5,5,0,0,20 - 30,18,1,0,0,0,0,0,0,0
Jakarta Utara,Cilincing,Cilincing,009,1,1,0,0,  5 - 15,18,1,0,0,0,0,0,0,0
Jakarta Utara,Cilincing,Marunda,"002, 007",2,5,0,0,  10 - 15,5,1,0,0,0,0,0,0,0
Jakarta Utara,Penjaringan,Penjaringan,017,1,1,0,0,  10 - 30,"05, 07
",1,0,0,0,0,0,0,0
Jakarta Utara,Penjaringan,Pluit,"001, 011, 015, 016, 020, 021",6,6,0,0,30 - 50,"03, 04, 05, 06",4,0,0,0,0,0,0,0
