kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"RW.  07, 08, ",2,3,45,0,10 - 50 cm,"10 Juli 2017
(1 Hari)",0,0,0,0,0,0,0,0
Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,RW. 05,1,2,0,0,05 - 10 cm,23 Juli 2017                                                                        (1 Hari),0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,BIDARA CINA,"RW. 07, 11",2,7,0,0,10 - 20 cm,"10 Juli 2017
(1 Hari)",0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"RW. 04, 05, 07, 08",4,21,206,705,5 - 50 cm,"10, 28, 29 Juli 2017
(3 Hari)",0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,CAWANG,"RW. 01, 02, 03, 05,",4,17,0,0,10 - 80 cm,"10 Juli 2017
(1 Hari)",0,0,0,0,0,0,0,0
Jakarta Timur,MAKASSAR,CIPINANG MELAYU,"RW 03, 04",2,10,0,0,10 - 30 cm,"10 Juli 2017
(1 Hari)",0,0,0,0,0,0,0,0
Jakarta Timur,CIRACAS,CIBUBUR,"RW 03, 10, 12",3,8,0,0,10 - 50 cm,29 Juli 2017                                                                         (1 Hari),0,0,0,0,0,0,0,0
Jakarta Timur,CIRACAS,CIRACAS,"RW 03, 04, 05, 06",4,7,0,0,20 - 30 cm,29 Juli 2017                                                                         (1 Hari),0,0,0,0,0,0,0,0
